ObjectID,extendPortVlanPrevious15MinDnDiscByteCounter,extendPortVlanPrevious15MinDnDiscFrameCounter,extendPortVlanPrevious15MinDnFwdByteCounter,extendPortVlanPrevious15MinDnFwdFrameCounter,extendPortVlanPrevious15MinUpDiscByteCounter,extendPortVlanPrevious15MinUpDiscFrameCounter,extendPortVlanPrevious15MinUpFwdByteCounter,extendPortVlanPrevious15MinUpFwdFrameCounter
P247873984.C3000@R1.S1.LT6.PON7.ONT33.C14.P1,0,0,2018,27,0,0,1962,27
P315513792.C3000@R1.S1.LT8.PON15.ONT46.C14.P1,0,0,2250,30,0,0,2190,30
P147064768.C1000@R1.S1.LT3.PON5.ONT4.C14.P1,0,0,0,0,0,0,0,0
P214048192.C3000@R1.S1.LT5.PON3.ONT15.C14.P1,0,0,0,0,0,0,0,0
P147327471.C3001@R1.S1.LT3.PON9.ONT5.SERV1,0,0,0,0,0,0,0,0
P248015343.C3001@R1.S1.LT6.PON9.ONT53.SERV1,0,0,6174,26,0,0,47370,84
P315500480.C3000@R1.S1.LT8.PON15.ONT20.C14.P1,0,0,4443,39,0,0,9492,42
P180360128.C1000@R1.S1.LT4.PON1.ONT10.C14.P1,0,0,17014685,24873,0,0,2691330,24665
P214790080.C1000@R1.S1.LT5.PON14.ONT56.C14.P1,0,0,0,0,0,0,0,0
P181024239.C3001@R1.S1.LT4.PON11.ONT27.SERV1,0,0,0,0,0,0,0,0
P113454528.C1000@R1.S1.LT2.PON4.ONT23.C14.P1,0,0,19777090,14938,0,0,629732,3539
P281567215.C3001@R1.S1.LT7.PON9.ONT48.SERV1,0,0,6361,29,0,0,48118,88
P213993455.C3001@R1.S1.LT5.PON2.ONT36.SERV1,0,0,0,0,0,0,0,0
P247860672.C3000@R1.S1.LT6.PON7.ONT7.C14.P1,0,0,2250,30,0,0,2190,30
P114053056.C1000@R1.S1.LT2.PON13.ONT40.C14.P1,0,0,8521,94,0,0,35547,351
P247727040.C1000@R1.S1.LT6.PON5.ONT2.C14.P1,0,0,0,0,0,0,0,0
P248002031.C3001@R1.S1.LT6.PON9.ONT27.SERV1,0,0,66234,124,0,0,177379,227
P114061248.C1000@R1.S1.LT2.PON13.ONT56.C14.P1,0,0,90095712,66012,0,0,4359879,32982
P113452527.C3001@R1.S1.LT2.PON4.ONT19.SERV1,0,0,0,0,0,0,0,0
P315379648.C1000@R1.S1.LT8.PON13.ONT40.C14.P1,0,0,0,0,0,0,0,0
P147067887.C3001@R1.S1.LT3.PON5.ONT10.SERV1,0,0,0,0,0,0,0,0
P247988672.C1000@R1.S1.LT6.PON9.ONT1.C14.P1,0,0,925893187,655703,0,0,32307853,220831
P214918080.C3000@R1.S1.LT5.PON16.ONT50.C14.P1,0,0,0,0,0,0,0,0
P180425711.C3001@R1.S1.LT4.PON2.ONT10.SERV1,0,0,5713,26,0,0,60104,103
P180966336.C3000@R1.S1.LT4.PON10.ONT42.C14.P1,0,0,0,0,0,0,0,0
P214110656.C3000@R1.S1.LT5.PON4.ONT9.C14.P1,0,0,2318,31,0,0,2254,31
P147271616.C1000@R1.S1.LT3.PON8.ONT24.C14.P1,0,0,500375789,364506,0,0,13324041,103194
P281691072.C3000@R1.S1.LT7.PON11.ONT34.C14.P1,0,0,2250,30,0,0,2190,30
P281696751.C3001@R1.S1.LT7.PON11.ONT45.SERV1,0,0,31433,71,0,0,127907,176
P248124352.C3000@R1.S1.LT6.PON11.ONT10.C14.P1,0,0,2100,28,0,0,2044,28
P315427311.C3001@R1.S1.LT8.PON14.ONT5.SERV1,0,0,0,0,0,0,0,0
P113251776.C3000@R1.S1.LT2.PON1.ONT11.C14.P1,0,0,2250,30,0,0,2190,30
P114105327.C3001@R1.S1.LT2.PON14.ONT14.SERV1,0,0,3558,23,0,0,63618,109
P247859695.C3001@R1.S1.LT6.PON7.ONT5.SERV1,0,0,0,0,0,0,0,0
P180433344.C3000@R1.S1.LT4.PON2.ONT25.C14.P1,0,0,2100,28,0,0,2044,28
P180953024.C3000@R1.S1.LT4.PON10.ONT16.C14.P1,0,0,0,0,0,0,0,0
P181022656.C1000@R1.S1.LT4.PON11.ONT24.C14.P1,0,0,0,0,0,0,0,0
P214793711.C3001@R1.S1.LT5.PON14.ONT63.SERV1,0,0,0,0,0,0,0,0
P315444672.C3000@R1.S1.LT8.PON14.ONT39.C14.P1,0,0,0,0,0,0,0,0
P247743936.C1000@R1.S1.LT6.PON5.ONT35.C14.P1,0,0,30915506,33393,0,0,3660473,17683
P181020655.C3001@R1.S1.LT4.PON11.ONT20.SERV1,0,0,0,0,0,0,0,0
P113252800.C3000@R1.S1.LT2.PON1.ONT13.C14.P1,0,0,0,0,0,0,0,0
P315433920.C1000@R1.S1.LT8.PON14.ONT18.C14.P1,0,0,0,0,0,0,0,0
P247750080.C3000@R1.S1.LT6.PON5.ONT47.C14.P1,0,0,2100,28,0,0,2044,28
P315431360.C3000@R1.S1.LT8.PON14.ONT13.C14.P1,0,0,0,0,0,0,0,0
P214897600.C3000@R1.S1.LT5.PON16.ONT10.C14.P1,0,0,2250,30,0,0,2190,30
P281633775.C3001@R1.S1.LT7.PON10.ONT50.SERV1,0,0,5485,23,0,0,56902,96
P281683392.C1000@R1.S1.LT7.PON11.ONT19.C14.P1,0,0,495550023,387106,0,0,16052861,99258
P181084096.C1000@R1.S1.LT4.PON12.ONT16.C14.P1,0,0,661,10,0,0,399,6
P213994944.C1000@R1.S1.LT5.PON2.ONT39.C14.P1,0,0,0,0,0,0,0,0
P214894575.C3001@R1.S1.LT5.PON16.ONT4.SERV1,0,0,58351,109,0,0,153361,194
P213981632.C1000@R1.S1.LT5.PON2.ONT13.C14.P1,0,0,0,0,0,0,0,0
P214706671.C3001@R1.S1.LT5.PON13.ONT21.SERV1,0,0,0,0,0,0,0,0
P114231791.C3001@R1.S1.LT2.PON16.ONT5.SERV1,0,0,3274,19,0,0,64461,107
P247792064.C1000@R1.S1.LT6.PON6.ONT1.C14.P1,0,0,0,0,0,0,0,0
P147220975.C3001@R1.S1.LT3.PON7.ONT53.SERV1,0,0,5090,24,0,0,64205,108
P181017024.C3000@R1.S1.LT4.PON11.ONT13.C14.P1,0,0,0,0,0,0,0,0
P113320896.C3000@R1.S1.LT2.PON2.ONT18.C14.P1,0,0,2250,30,0,0,2190,30
P214787055.C3001@R1.S1.LT5.PON14.ONT50.SERV1,0,0,0,0,0,0,0,0
P214908864.C1000@R1.S1.LT5.PON16.ONT32.C14.P1,0,0,11542015,13276,0,0,1747903,8949
P247996911.C3001@R1.S1.LT6.PON9.ONT17.SERV1,0,0,0,0,0,0,0,0
P214720960.C3000@R1.S1.LT5.PON13.ONT49.C14.P1,0,0,0,0,0,0,0,0
P315375040.C3000@R1.S1.LT8.PON13.ONT31.C14.P1,0,0,0,0,0,0,0,0
P147068911.C3001@R1.S1.LT3.PON5.ONT12.SERV1,0,0,0,0,0,0,0,0
P147217903.C3001@R1.S1.LT3.PON7.ONT47.SERV1,0,0,0,0,0,0,0,0
P114110912.C1000@R1.S1.LT2.PON14.ONT25.C14.P1,0,0,74138000,69021,0,0,15757469,43235
P114037696.C3000@R1.S1.LT2.PON13.ONT10.C14.P1,0,0,0,0,0,0,0,0
P247730624.C1000@R1.S1.LT6.PON5.ONT9.C14.P1,0,0,188067138,162941,0,0,11525771,53048
P281621952.C1000@R1.S1.LT7.PON10.ONT27.C14.P1,0,0,0,0,0,0,0,0
P314657263.C3001@R1.S1.LT8.PON2.ONT37.SERV1,0,0,0,0,0,0,0,0
P247859136.C1000@R1.S1.LT6.PON7.ONT4.C14.P1,0,0,0,0,0,0,0,0
P180951488.C1000@R1.S1.LT4.PON10.ONT13.C14.P1,0,0,0,0,0,0,0,0
P247954415.C3001@R1.S1.LT6.PON8.ONT62.SERV1,0,0,5501,23,0,0,54285,92
P314650607.C3001@R1.S1.LT8.PON2.ONT24.SERV1,0,0,0,0,0,0,0,0
P147278272.C1000@R1.S1.LT3.PON8.ONT37.C14.P1,0,0,0,0,0,0,0,0
P214698432.C1000@R1.S1.LT5.PON13.ONT5.C14.P1,0,0,0,0,0,0,0,0
P315508207.C3001@R1.S1.LT8.PON15.ONT35.SERV1,0,0,5068,24,0,0,62547,106
P315425728.C1000@R1.S1.LT8.PON14.ONT2.C14.P1,0,0,0,0,0,0,0,0
P248014272.C1000@R1.S1.LT6.PON9.ONT51.C14.P1,0,0,1983,30,0,0,1197,18
P247821248.C1000@R1.S1.LT6.PON6.ONT58.C14.P1,0,0,1038315751,757273,0,0,23869218,188281
P281559488.C3000@R1.S1.LT7.PON9.ONT33.C14.P1,0,0,2250,30,0,0,2190,30
P147219904.C1000@R1.S1.LT3.PON7.ONT51.C14.P1,0,0,0,0,0,0,0,0
P181080512.C1000@R1.S1.LT4.PON12.ONT9.C14.P1,0,0,30298257,175197,0,0,275238081,241550
P214108143.C3001@R1.S1.LT5.PON4.ONT4.SERV1,0,0,5858,28,0,0,51985,93
P247859648.C3000@R1.S1.LT6.PON7.ONT5.C14.P1,0,0,0,0,0,0,0,0
P281620463.C3001@R1.S1.LT7.PON10.ONT24.SERV1,0,0,0,0,0,0,0,0
P214070208.C1000@R1.S1.LT5.PON3.ONT58.C14.P1,0,0,0,0,0,0,0,0
P113455040.C3000@R1.S1.LT2.PON4.ONT24.C14.P1,0,0,200487,997,0,0,710269,1170
P180953071.C3001@R1.S1.LT4.PON10.ONT16.SERV1,0,0,0,0,0,0,0,0
P213983215.C3001@R1.S1.LT5.PON2.ONT16.SERV1,0,0,0,0,0,0,0,0
P247941103.C3001@R1.S1.LT6.PON8.ONT36.SERV1,0,0,92743,163,0,0,192493,227
P180966383.C3001@R1.S1.LT4.PON10.ONT42.SERV1,0,0,0,0,0,0,0,0
P214122432.C3000@R1.S1.LT5.PON4.ONT32.C14.P1,0,0,2250,30,0,0,2190,30
P181021167.C3001@R1.S1.LT4.PON11.ONT21.SERV1,0,0,0,0,0,0,0,0
P147277807.C3001@R1.S1.LT3.PON8.ONT36.SERV1,0,0,65860,122,0,0,176337,224
P214909376.C1000@R1.S1.LT5.PON16.ONT33.C14.P1,0,0,0,0,0,0,0,0
P213988288.C1000@R1.S1.LT5.PON2.ONT26.C14.P1,0,0,0,0,0,0,0,0
P247737280.C1000@R1.S1.LT6.PON5.ONT22.C14.P1,0,0,1524594,4000,0,0,480861,3998
P247816640.C3000@R1.S1.LT6.PON6.ONT49.C14.P1,0,0,0,0,0,0,0,0
P247989184.C1000@R1.S1.LT6.PON9.ONT2.C14.P1,0,0,260713420,195621,0,0,17154506,101562
P281636800.C3000@R1.S1.LT7.PON10.ONT56.C14.P1,0,0,0,0,0,0,0,0
P314642368.C1000@R1.S1.LT8.PON2.ONT8.C14.P1,0,0,0,0,0,0,0,0
P214719983.C3001@R1.S1.LT5.PON13.ONT47.SERV1,0,0,0,0,0,0,0,0
P214782400.C1000@R1.S1.LT5.PON14.ONT41.C14.P1,0,0,0,0,0,0,0,0
P113447407.C3001@R1.S1.LT2.PON4.ONT9.SERV1,0,0,0,0,0,0,0,0
P247803328.C3000@R1.S1.LT6.PON6.ONT23.C14.P1,0,0,2250,30,0,0,2190,30
P114099136.C1000@R1.S1.LT2.PON14.ONT2.C14.P1,0,0,0,0,0,0,0,0
P114117568.C1000@R1.S1.LT2.PON14.ONT38.C14.P1,0,0,22757564,17396,0,0,1270948,11088
P114115567.C3001@R1.S1.LT2.PON14.ONT34.SERV1,0,0,0,0,0,0,0,0
P247738304.C3000@R1.S1.LT6.PON5.ONT24.C14.P1,0,0,2250,30,0,0,2190,30
P180366272.C1000@R1.S1.LT4.PON1.ONT22.C14.P1,0,0,165359089,118832,0,0,6242811,49324
P315437551.C3001@R1.S1.LT8.PON14.ONT25.SERV1,0,0,0,0,0,0,0,0
P147212224.C3000@R1.S1.LT3.PON7.ONT36.C14.P1,0,0,19959,68,0,0,43446,74
P147272128.C3000@R1.S1.LT3.PON8.ONT25.C14.P1,0,0,0,0,0,0,0,0
P281546176.C3000@R1.S1.LT7.PON9.ONT7.C14.P1,0,0,2250,30,0,0,2190,30
P213996527.C3001@R1.S1.LT5.PON2.ONT42.SERV1,0,0,0,0,0,0,0,0
P247748591.C3001@R1.S1.LT6.PON5.ONT44.SERV1,0,0,81578,149,0,0,205922,249
P114056128.C1000@R1.S1.LT2.PON13.ONT46.C14.P1,0,0,112787818,81830,0,0,2904543,23172
P114102255.C3001@R1.S1.LT2.PON14.ONT8.SERV1,0,0,0,0,0,0,0,0
P314655680.C1000@R1.S1.LT8.PON2.ONT34.C14.P1,0,0,0,0,0,0,0,0
P248127424.C3000@R1.S1.LT6.PON11.ONT16.C14.P1,0,0,207373,1037,0,0,739809,1214
P180969408.C3000@R1.S1.LT4.PON10.ONT48.C14.P1,0,0,0,0,0,0,0,0
P248124399.C3001@R1.S1.LT6.PON11.ONT10.SERV1,0,0,5000,23,0,0,56966,97
P114104256.C1000@R1.S1.LT2.PON14.ONT12.C14.P1,0,0,985583568,743334,0,0,30535020,288835
P247735279.C3001@R1.S1.LT6.PON5.ONT18.SERV1,0,0,0,0,0,0,0,0
P214713792.C3000@R1.S1.LT5.PON13.ONT35.C14.P1,0,0,0,0,0,0,0,0
P281572800.C1000@R1.S1.LT7.PON9.ONT59.C14.P1,0,0,464998827,334799,0,0,19870524,200833
P315361263.C3001@R1.S1.LT8.PON13.ONT4.SERV1,0,0,0,0,0,0,0,0
P281695680.C1000@R1.S1.LT7.PON11.ONT43.C14.P1,0,0,0,0,0,0,0,0
P113248751.C3001@R1.S1.LT2.PON1.ONT5.SERV1,0,0,21504,51,0,0,32546,51
P180952559.C3001@R1.S1.LT4.PON10.ONT15.SERV1,0,0,0,0,0,0,0,0
P180954560.C1000@R1.S1.LT4.PON10.ONT19.C14.P1,0,0,0,0,0,0,0,0
P113323968.C3000@R1.S1.LT2.PON2.ONT24.C14.P1,0,0,0,0,0,0,0,0
P281690607.C3001@R1.S1.LT7.PON11.ONT33.SERV1,0,0,0,0,0,0,0,0
P147086784.C3000@R1.S1.LT3.PON5.ONT47.C14.P1,0,0,0,0,0,0,0,0
P181143535.C3001@R1.S1.LT4.PON13.ONT4.SERV1,0,0,6056,24,0,0,60516,101
P213982703.C3001@R1.S1.LT5.PON2.ONT15.SERV1,0,0,0,0,0,0,0,0
P214051776.C3000@R1.S1.LT5.PON3.ONT22.C14.P1,0,0,0,0,0,0,0,0
P247875008.C1000@R1.S1.LT6.PON7.ONT35.C14.P1,0,0,202632690,139630,0,0,3938033,24530
P213984704.C1000@R1.S1.LT5.PON2.ONT19.C14.P1,0,0,0,0,0,0,0,0
P214763968.C3000@R1.S1.LT5.PON14.ONT5.C14.P1,0,0,0,0,0,0,0,0
P281552832.C3000@R1.S1.LT7.PON9.ONT20.C14.P1,0,0,0,0,0,0,0,0
P247795136.C1000@R1.S1.LT6.PON6.ONT7.C14.P1,0,0,3117457854,2144929,0,0,179370740,1439851
P247995840.C1000@R1.S1.LT6.PON9.ONT15.C14.P1,0,0,24251,243,0,0,35358,350
P247793135.C3001@R1.S1.LT6.PON6.ONT3.SERV1,0,0,105289,185,0,0,200153,252
P315367407.C3001@R1.S1.LT8.PON13.ONT16.SERV1,0,0,0,0,0,0,0,0
P214700480.C3000@R1.S1.LT5.PON13.ONT9.C14.P1,0,0,0,0,0,0,0,0
P281686464.C1000@R1.S1.LT7.PON11.ONT25.C14.P1,0,0,0,0,0,0,0,0
P247925696.C3000@R1.S1.LT6.PON8.ONT6.C14.P1,0,0,2250,30,0,0,2190,30
P147073472.C3000@R1.S1.LT3.PON5.ONT21.C14.P1,0,0,0,0,0,0,0,0
P214914543.C3001@R1.S1.LT5.PON16.ONT43.SERV1,0,0,20250,48,0,0,30424,48
P214792640.C1000@R1.S1.LT5.PON14.ONT61.C14.P1,0,0,0,0,0,0,0,0
P281703407.C3001@R1.S1.LT7.PON11.ONT58.SERV1,0,0,4289,21,0,0,66900,111
P314651072.C3000@R1.S1.LT8.PON2.ONT25.C14.P1,0,0,0,0,0,0,0,0
P247729600.C1000@R1.S1.LT6.PON5.ONT7.C14.P1,0,0,0,0,0,0,0,0
P281566144.C1000@R1.S1.LT7.PON9.ONT46.C14.P1,0,0,0,0,0,0,0,0
P247755759.C3001@R1.S1.LT6.PON5.ONT58.SERV1,0,0,68068,126,0,0,163569,203
P248123887.C3001@R1.S1.LT6.PON11.ONT9.SERV1,0,0,4397,21,0,0,64059,106
P248126912.C3000@R1.S1.LT6.PON11.ONT15.C14.P1,0,0,86905,972,0,0,2807524,1900
P281684463.C3001@R1.S1.LT7.PON11.ONT21.SERV1,0,0,61000,120,0,0,164080,201
P315493824.C1000@R1.S1.LT8.PON15.ONT7.C14.P1,0,0,0,0,0,0,0,0
P247749056.C3000@R1.S1.LT6.PON5.ONT45.C14.P1,0,0,2100,28,0,0,2044,28
P248125888.C1000@R1.S1.LT6.PON11.ONT13.C14.P1,0,0,300841244,211475,0,0,20317094,125817
P247740864.C1000@R1.S1.LT6.PON5.ONT29.C14.P1,0,0,0,0,0,0,0,0
P180965871.C3001@R1.S1.LT4.PON10.ONT41.SERV1,0,0,0,0,0,0,0,0
P213976047.C3001@R1.S1.LT5.PON2.ONT2.SERV1,0,0,0,0,0,0,0,0
P180967872.C1000@R1.S1.LT4.PON10.ONT45.C14.P1,0,0,0,0,0,0,0,0
P247801792.C1000@R1.S1.LT6.PON6.ONT20.C14.P1,0,0,0,0,0,0,0,0
P147219951.C3001@R1.S1.LT3.PON7.ONT51.SERV1,0,0,0,0,0,0,0,0
P247822319.C3001@R1.S1.LT6.PON6.ONT60.SERV1,0,0,6115,25,0,0,54964,94
P114107328.C3000@R1.S1.LT2.PON14.ONT18.C14.P1,0,0,4521,40,0,0,10874,42
P214125504.C3000@R1.S1.LT5.PON4.ONT38.C14.P1,0,0,200556,989,0,0,718902,1179
P214122479.C3001@R1.S1.LT5.PON4.ONT32.SERV1,0,0,5142,25,0,0,63391,108
P147216832.C1000@R1.S1.LT3.PON7.ONT45.C14.P1,0,0,100227070,72606,0,0,3485332,30287
P147280367.C3001@R1.S1.LT3.PON8.ONT41.SERV1,0,0,6883,29,0,0,44864,82
P214106560.C3000@R1.S1.LT5.PON4.ONT1.C14.P1,0,0,2250,30,0,0,2190,30
P214699503.C3001@R1.S1.LT5.PON13.ONT7.SERV1,0,0,0,0,0,0,0,0
P315435968.C1000@R1.S1.LT8.PON14.ONT22.C14.P1,0,0,0,0,0,0,0,0
P113269696.C3000@R1.S1.LT2.PON1.ONT46.C14.P1,0,0,0,0,0,0,0,0
P281694191.C3001@R1.S1.LT7.PON11.ONT40.SERV1,0,0,0,0,0,0,0,0
P147198400.C1000@R1.S1.LT3.PON7.ONT9.C14.P1,0,0,901023921,675414,0,0,28468096,321198
P281697216.C3000@R1.S1.LT7.PON11.ONT46.C14.P1,0,0,2100,28,0,0,2044,28
P214902720.C1000@R1.S1.LT5.PON16.ONT20.C14.P1,0,0,3473666734,2501880,0,0,126331347,1158618
P247888320.C1000@R1.S1.LT6.PON7.ONT61.C14.P1,0,0,155916436,106599,0,0,3765926,43847
P213989359.C3001@R1.S1.LT5.PON2.ONT28.SERV1,0,0,0,0,0,0,0,0
P147203520.C1000@R1.S1.LT3.PON7.ONT19.C14.P1,0,0,24714,143,0,0,54811,404
P147214272.C3000@R1.S1.LT3.PON7.ONT40.C14.P1,0,0,2250,30,0,0,2190,30
P147268032.C1000@R1.S1.LT3.PON8.ONT17.C14.P1,0,0,1983,30,0,0,1197,18
P214794223.C3001@R1.S1.LT5.PON14.ONT64.SERV1,0,0,0,0,0,0,0,0
P214895040.C3000@R1.S1.LT5.PON16.ONT5.C14.P1,0,0,2250,30,0,0,2190,30
P315495407.C3001@R1.S1.LT8.PON15.ONT10.SERV1,0,0,0,0,0,0,0,0
P315503599.C3001@R1.S1.LT8.PON15.ONT26.SERV1,0,0,3206,18,0,0,70629,115
P315506624.C3000@R1.S1.LT8.PON15.ONT32.C14.P1,0,0,0,0,0,0,0,0
P247994351.C3001@R1.S1.LT6.PON9.ONT12.SERV1,0,0,53803,105,0,0,159506,210
P181021120.C3000@R1.S1.LT4.PON11.ONT21.C14.P1,0,0,0,0,0,0,0,0
P247869888.C3000@R1.S1.LT6.PON7.ONT25.C14.P1,0,0,2250,30,0,0,2190,30
P113256384.C3000@R1.S1.LT2.PON1.ONT20.C14.P1,0,0,2250,30,0,0,2190,30
P180356032.C1000@R1.S1.LT4.PON1.ONT2.C14.P1,0,0,0,0,0,0,0,0
P281610223.C3001@R1.S1.LT7.PON10.ONT4.SERV1,0,0,86740,156,0,0,184642,229
P114114496.C1000@R1.S1.LT2.PON14.ONT32.C14.P1,0,0,421926449,302439,0,0,18487511,169911
P213990336.C3000@R1.S1.LT5.PON2.ONT30.C14.P1,0,0,0,0,0,0,0,0
P314658752.C1000@R1.S1.LT8.PON2.ONT40.C14.P1,0,0,0,0,0,0,0,0
P114100719.C3001@R1.S1.LT2.PON14.ONT5.SERV1,0,0,0,0,0,0,0,0
P247742447.C3001@R1.S1.LT6.PON5.ONT32.SERV1,0,0,100543,177,0,0,223592,274
P214901231.C3001@R1.S1.LT5.PON16.ONT17.SERV1,0,0,0,0,0,0,0,0
P315447791.C3001@R1.S1.LT8.PON14.ONT45.SERV1,0,0,0,0,0,0,0,0
P214922176.C3000@R1.S1.LT5.PON16.ONT58.C14.P1,0,0,2250,30,0,0,2190,30
P281685952.C1000@R1.S1.LT7.PON11.ONT24.C14.P1,0,0,882711420,677231,0,0,27530935,204561
P314645440.C1000@R1.S1.LT8.PON2.ONT14.C14.P1,0,0,0,0,0,0,0,0
P114101184.C1000@R1.S1.LT2.PON14.ONT6.C14.P1,0,0,2348324,5581,0,0,1697197,5846
P180960192.C3000@R1.S1.LT4.PON10.ONT30.C14.P1,0,0,0,0,0,0,0,0
P315381743.C3001@R1.S1.LT8.PON13.ONT44.SERV1,0,0,0,0,0,0,0,0
P180488687.C3001@R1.S1.LT4.PON3.ONT5.SERV1,0,0,5494,23,0,0,58502,98
P314656751.C3001@R1.S1.LT8.PON2.ONT36.SERV1,0,0,0,0,0,0,0,0
P315360192.C1000@R1.S1.LT8.PON13.ONT2.C14.P1,0,0,0,0,0,0,0,0
P247809472.C3000@R1.S1.LT6.PON6.ONT35.C14.P1,0,0,2250,30,0,0,2190,30
P180369344.C1000@R1.S1.LT4.PON1.ONT28.C14.P1,0,0,0,0,0,0,0,0
P214119872.C3000@R1.S1.LT5.PON4.ONT27.C14.P1,0,0,4689,42,0,0,11234,44
P281615296.C1000@R1.S1.LT7.PON10.ONT14.C14.P1,0,0,160024573,122454,0,0,6904577,54854
P315557312.C3000@R1.S1.LT8.PON16.ONT3.C14.P1,0,0,2250,30,0,0,2190,30
P315431407.C3001@R1.S1.LT8.PON14.ONT13.SERV1,0,0,0,0,0,0,0,0
P247804864.C1000@R1.S1.LT6.PON6.ONT26.C14.P1,0,0,894109296,674617,0,0,51450594,310135
P247796207.C3001@R1.S1.LT6.PON6.ONT9.SERV1,0,0,0,0,0,0,0,0
P180955631.C3001@R1.S1.LT4.PON10.ONT21.SERV1,0,0,0,0,0,0,0,0
P214710767.C3001@R1.S1.LT5.PON13.ONT29.SERV1,0,0,0,0,0,0,0,0
P247739840.C1000@R1.S1.LT6.PON5.ONT27.C14.P1,0,0,130371580,98504,0,0,6049344,59024
P281543104.C1000@R1.S1.LT7.PON9.ONT1.C14.P1,0,0,0,0,0,0,0,0
P315364335.C3001@R1.S1.LT8.PON13.ONT10.SERV1,0,0,0,0,0,0,0,0
P214001600.C3000@R1.S1.LT5.PON2.ONT52.C14.P1,0,0,0,0,0,0,0,0
P314654144.C3000@R1.S1.LT8.PON2.ONT31.C14.P1,0,0,0,0,0,0,0,0
P315444719.C3001@R1.S1.LT8.PON14.ONT39.SERV1,0,0,0,0,0,0,0,0
P248129472.C1000@R1.S1.LT6.PON11.ONT20.C14.P1,0,0,9904630,7798,0,0,552568,2738
P248188399.C3001@R1.S1.LT6.PON12.ONT7.SERV1,0,0,6669,26,0,0,52890,91
P213977536.C1000@R1.S1.LT5.PON2.ONT5.C14.P1,0,0,0,0,0,0,0,0
P281679296.C1000@R1.S1.LT7.PON11.ONT11.C14.P1,0,0,7897,86,0,0,35550,352
P281567168.C3000@R1.S1.LT7.PON9.ONT48.C14.P1,0,0,2250,30,0,0,2190,30
P214044655.C3001@R1.S1.LT5.PON3.ONT8.SERV1,0,0,0,0,0,0,0,0
P180968943.C3001@R1.S1.LT4.PON10.ONT47.SERV1,0,0,0,0,0,0,0,0
P214911471.C3001@R1.S1.LT5.PON16.ONT37.SERV1,0,0,55641,107,0,0,166862,221
P248123328.C3000@R1.S1.LT6.PON11.ONT8.C14.P1,0,0,0,0,0,0,0,0
P247955439.C3001@R1.S1.LT6.PON8.ONT64.SERV1,0,0,6038,24,0,0,55522,94
P213979119.C3001@R1.S1.LT5.PON2.ONT8.SERV1,0,0,0,0,0,0,0,0
P214841280.C1000@R1.S1.LT5.PON15.ONT28.C14.P1,0,0,0,0,0,0,0,0
P247992768.C1000@R1.S1.LT6.PON9.ONT9.C14.P1,0,0,449758553,362365,0,0,23009638,148000
P114104815.C3001@R1.S1.LT2.PON14.ONT13.SERV1,0,0,4114,24,0,0,60175,104
P247990767.C3001@R1.S1.LT6.PON9.ONT5.SERV1,0,0,75774,141,0,0,179211,216
P214900160.C1000@R1.S1.LT5.PON16.ONT15.C14.P1,0,0,101802565,75605,0,0,2562626,16656
P281569728.C1000@R1.S1.LT7.PON9.ONT53.C14.P1,0,0,0,0,0,0,0,0
P281674223.C3001@R1.S1.LT7.PON11.ONT1.SERV1,0,0,0,0,0,0,0,0
P147273199.C3001@R1.S1.LT3.PON8.ONT27.SERV1,0,0,4601,24,0,0,62865,107
P147276224.C3000@R1.S1.LT3.PON8.ONT33.C14.P1,0,0,19950,66,0,0,41815,74
P214057967.C3001@R1.S1.LT5.PON3.ONT34.SERV1,0,0,0,0,0,0,0,0
P247942127.C3001@R1.S1.LT6.PON8.ONT38.SERV1,0,0,71245,132,0,0,174126,209
P114109888.C1000@R1.S1.LT2.PON14.ONT23.C14.P1,0,0,0,0,0,0,0,0
P147217856.C3000@R1.S1.LT3.PON7.ONT47.C14.P1,0,0,0,0,0,0,0,0
P181028800.C1000@R1.S1.LT4.PON11.ONT36.C14.P1,0,0,0,0,0,0,0,0
P247726528.C1000@R1.S1.LT6.PON5.ONT1.C14.P1,0,0,769614,1375,0,0,229425,1490
P113313728.C3000@R1.S1.LT2.PON2.ONT4.C14.P1,0,0,38997,116,0,0,111133,133
P281617856.C1000@R1.S1.LT7.PON10.ONT19.C14.P1,0,0,0,0,0,0,0,0
P281556416.C1000@R1.S1.LT7.PON9.ONT27.C14.P1,0,0,684807575,523768,0,0,29371716,243572
P147204544.C3000@R1.S1.LT3.PON7.ONT21.C14.P1,0,0,4916,41,0,0,11152,43
P114041792.C3000@R1.S1.LT2.PON13.ONT18.C14.P1,0,0,0,0,0,0,0,0
P315494848.C3000@R1.S1.LT8.PON15.ONT9.C14.P1,0,0,4602,41,0,0,10965,43
P114232256.C3000@R1.S1.LT2.PON16.ONT6.C14.P1,0,0,82925,415,0,0,290331,476
P214913472.C1000@R1.S1.LT5.PON16.ONT41.C14.P1,0,0,0,0,0,0,0,0
P181020096.C1000@R1.S1.LT4.PON11.ONT19.C14.P1,0,0,0,0,0,0,0,0
P114060224.C1000@R1.S1.LT2.PON13.ONT54.C14.P1,0,0,8429,98,0,0,35558,352
P314646511.C3001@R1.S1.LT8.PON2.ONT16.SERV1,0,0,0,0,0,0,0,0
P247806447.C3001@R1.S1.LT6.PON6.ONT29.SERV1,0,0,104304,183,0,0,230124,262
